,GOLD Analysis Project ID
1492,Ga0119945
1493,Ga0121114
1494,Ga0428353
1495,Ga0255199
1496,Ga0026490
1497,Ga0104982
1498,Ga0209311
1499,Ga0180074
1500,Ga0115228
1501,Ga0105173
1502,Ga0002901
1503,Ga0003487
1504,Ga0224551
1505,Ga0115674
1506,Ga0004429
1507,Ga0208461
1508,Ga0007171
1509,Ga0208821
1510,Ga0496943
1511,Ga0496113
1512,Ga0118262
1513,Ga0099612
1514,Ga0299912
1515,Ga0134454
1516,Ga0307405
1517,Ga0134852
1518,Ga0501182
1519,Ga0310821
1520,Ga0334825
1521,Ga0004190
1522,Ga0373933
1523,Ga0247785
1524,Ga0257113
1525,Ga0485169
1526,Ga0026213
1527,Ga0193723
1528,Ga0209361
1529,Ga0224546
1530,Ga0208729
1531,Ga0135136
1532,Ga0485519
1533,Ga0208349
1534,Ga0436670
1535,Ga0102683
1536,Ga0310127
1537,Ga0256839
1538,Ga0495403
1539,Ga0307929
1540,Ga0302296
1541,Ga0497017
1542,Ga0070674
1543,Ga0268307
1544,Ga0120989
1545,Ga0302122
1546,Ga0427943
1547,Ga0055438
1548,Ga0196964
1549,Ga0134293
1550,Ga0238620
1551,Ga0222703
1552,Ga0208871
1553,Ga0450729
1554,Ga0453186
1555,Ga0208696
1556,Ga0486845
1557,Ga0113875
1558,Ga0373950
1559,Ga0209733
1560,Ga0066447
1561,Ga0308401
1562,Ga0335292
1563,Ga0026427
1564,Ga0183723
1565,Ga0326497
1566,Ga0126384
1567,Ga0494525
1568,Ga0496099
1569,Ga0395749
1570,Ga0504781
1571,Ga0482220
1572,Ga0456114
1573,Ga0116604
1574,Ga0209875
1575,Ga0436657
1576,Ga0244823
1577,Ga0455973
1578,Ga0265318
1579,Ga0209115
1580,Ga0326837
1581,Ga0372947
1582,Ga0026796
1583,Ga0233376
1584,Ga0066656
1585,Ga0120935
1586,Ga0121477
1587,Ga0181449
1588,Ga0372839
1589,Ga0209055
1590,Ga0246064
1591,Ga0079996
1592,Ga0079306
1593,Ga0122307
1594,Ga0116618
1595,Ga0315275
1596,Ga0265330
1597,Ga0214209
1598,Ga0068483
1599,Ga0209635
1600,Ga0007646
1601,Ga0209422
1602,Ga0222644
1603,Ga0001974
1604,Ga0242469
1605,Ga0247264
1606,Ga0182847
1607,Ga0208492
1608,Ga0243145
1609,Ga0105486
1610,Ga0180068
1611,Ga0456351
1612,Ga0372956
1613,Ga0373646
1614,Ga0466446
1615,Ga0208294
1616,Ga0114850
1617,Ga0256679
1618,Ga0118052
1619,Ga0120896
1620,Ga0193755
1621,Ga0302249
1622,Ga0137335
1623,Ga0451477
1624,Ga0392328
1625,Ga0120335
1626,Ga0496097
1627,Ga0102830
1628,Ga0268316
1629,Ga0334726
1630,Ga0119982
1631,Ga0121017
1632,Ga0428109
1633,Ga0377235
1634,Ga0427990
1635,Ga0500111
1636,Ga0169217
1637,Ga0066655
1638,Ga0182221
1639,Ga0120377
1640,Ga0436636
1641,Ga0122789
1642,Ga0217501
1643,Ga0122309
1644,Ga0211580
1645,Ga0208229
1646,Ga0242730
1647,Ga0182749
1648,Ga0236657
1649,Ga0453924
1650,Ga0209740
1651,Ga0211706
1652,Ga0116151
1653,Ga0255576
1654,Ga0075118
1655,Ga0000801
1656,Ga0207850
1657,Ga0066662
1658,Ga0400284
1659,Ga0209544
1660,Ga0075521
1661,Ga0238629
1662,Ga0482263
1663,Ga0228669
1664,Ga0134790
1665,Ga0026510
1666,Ga0004656
1667,Ga0007806
1668,Ga0209148
1669,Ga0217563
1670,Ga0222677
1671,Ga0118326
1672,Ga0310731
1673,Ga0207542
1674,Ga0026050
1675,Ga0121260
1676,Ga0169697
1677,Ga0466507
1678,Ga0004437
1679,Ga0169717
1680,Ga0370534
1681,Ga0435373
1682,Ga0115424
1683,Ga0209833
1684,Ga0255208
1685,Ga0494190
1686,Ga0428497
1687,Ga0453160
1688,Ga0485865
1689,Ga0066820
1690,Ga0364944
1691,Ga0315545
1692,Ga0008829
1693,Ga0206227
1694,Ga0494076
1695,Ga0453927
1696,Ga0455948
1697,Ga0501037
1698,Ga0245229
1699,Ga0502566
1700,Ga0373621
1701,Ga0003596
1702,Ga0308001
1703,Ga0335331
1704,Ga0436649
1705,Ga0099954
1706,Ga0182102
1707,Ga0428418
1708,Ga0007880
1709,Ga0183670
1710,Ga0453232
1711,Ga0193590
1712,Ga0075127
1713,Ga0485451
1714,Ga0506520
1715,Ga0098057
1716,Ga0435316
1717,Ga0011077
1718,Ga0245314
1719,Ga0066256
1720,Ga0392330
1721,Ga0208408
1722,Ga0055468
1723,Ga0208873
1724,Ga0482180
1725,Ga0428402
1726,Ga0208850
1727,Ga0455954
1728,Ga0307978
1729,Ga0105047
1730,Ga0208781
1731,Ga0120971
1732,Ga0257119
1733,Ga0501108
1734,Ga0500011
1735,Ga0456341
1736,Ga0373935
1737,Ga0395775
1738,Ga0255772
1739,Ga0466553
1740,Ga0494068
1741,Ga0182018
1742,Ga0209497
1743,Ga0257117
1744,Ga0184634
1745,Ga0482184
1746,Ga0180088
1747,Ga0006273
1748,Ga0026170
1749,Ga0068702
1750,Ga0436590
1751,Ga0169238
1752,Ga0209288
1753,Ga0119976
1754,Ga0453068
1755,Ga0482245
1756,Ga0005351
1757,Ga0026159
1758,Ga0002920
1759,Ga0208827
1760,Ga0121593
1761,Ga0026318
1762,Ga0118138
1763,Ga0436637
1764,Ga0182142
1765,Ga0217521
1766,Ga0257121
1767,Ga0208841
1768,Ga0242720
1769,Ga0246971
1770,Ga0453898
1771,Ga0377238
1772,Ga0373395
1773,Ga0118233
1774,Ga0307504
1775,Ga0026119
1776,Ga0074305
1777,Ga0500107
1778,Ga0208041
1779,Ga0395716
1780,Ga0137323
1781,Ga0245326
1782,Ga0208223
1783,Ga0302208
1784,Ga0498940
1785,Ga0115548
1786,Ga0000800
1787,Ga0208525
1788,Ga0118592
1789,Ga0397552
1790,Ga0456003
1791,Ga0111562
1792,Ga0455803
1793,Ga0066611
1794,Ga0400327
1795,Ga0222686
1796,Ga0265303
1797,Ga0002996
1798,Ga0494145
1799,Ga0105067
1800,Ga0428122
1801,Ga0066419
1802,Ga0137716
1803,Ga0007201
1804,Ga0211522
1805,Ga0181427
1806,Ga0501156
1807,Ga0153994
1808,Ga0256372
1809,Ga0008462
1810,Ga0099830
1811,Ga0120900
1812,Ga0484732
1813,Ga0169831
1814,Ga0184633
1815,Ga0134110
1816,Ga0242721
1817,Ga0104927
1818,Ga0193613
1819,Ga0400323
1820,Ga0117966
1821,Ga0208065
1822,Ga0307957
1823,Ga0214247
1824,Ga0026670
1825,Ga0245178
1826,Ga0129303
1827,Ga0121107
1828,Ga0002584
1829,Ga0255071
1830,Ga0134477
1831,Ga0197142
1832,Ga0436432
1833,Ga0247095
1834,Ga0315915
1835,Ga0207640
1836,Ga0373964
1837,Ga0502775
1838,Ga0377213
1839,Ga0122078
1840,Ga0247821
1841,Ga0214185
1842,Ga0008858
1843,Ga0193705
1844,Ga0137358
1845,Ga0005053
1846,Ga0167625
1847,Ga0209394
1848,Ga0101799
1849,Ga0007843
1850,Ga0482154
1851,Ga0122112
1852,Ga0208564
1853,Ga0137391
1854,Ga0307408
1855,Ga0306898
1856,Ga0123329
1857,Ga0257146
1858,Ga0208916
1859,Ga0224702
1860,Ga0334856
1861,Ga0207990
1862,Ga0436609
1863,Ga0070671
1864,Ga0502757
1865,Ga0181529
1866,Ga0104342
1867,Ga0194059
1868,Ga0485237
1869,Ga0006255
1870,Ga0102926
1871,Ga0302060
1872,Ga0123335
1873,Ga0120174
1874,Ga0500016
1875,Ga0207510
1876,Ga0075302
1877,Ga0453989
1878,Ga0004672
1879,Ga0208386
1880,Ga0495518
1881,Ga0272420
1882,Ga0318546
1883,Ga0456000
1884,Ga0334796
1885,Ga0026676
1886,Ga0428455
1887,Ga0242840
1888,Ga0082250
1889,Ga0455775
1890,Ga0006054
1891,Ga0120833
1892,Ga0466985
1893,Ga0239576
1894,Ga0503099
1895,Ga0528475
1896,Ga0316219
1897,Ga0105238
1898,Ga0228606
1899,Ga0451660
1900,Ga0003016
1901,Ga0120946
1902,Ga0456283
1903,Ga0310763
1904,Ga0114258
1905,Ga0393112
1906,Ga0309706
1907,Ga0118320
1908,Ga0209633
1909,Ga0496889
1910,Ga0500115
1911,Ga0212155
1912,Ga0208610
1913,Ga0003018
1914,Ga0111564
1915,Ga0265319
1916,Ga0495559
1917,Ga0041049
1918,Ga0026464
1919,Ga0111022
1920,Ga0209094
1921,Ga0456357
1922,Ga0240053
1923,Ga0236723
1924,Ga0131731
1925,Ga0451615
1926,Ga0102880
1927,Ga0302324
1928,Ga0105754
1929,Ga0428048
1930,Ga0209283
1931,Ga0005061
1932,Ga0302233
1933,Ga0008671
1934,Ga0496640
1935,Ga0310915
1936,Ga0118129
1937,Ga0307445
1938,Ga0494779
1939,Ga0111460
1940,Ga0450922
1941,Ga0394118
1942,Ga0256832
1943,Ga0003001
1944,Ga0484851
1945,Ga0209340
1946,Ga0121074
1947,Ga0453784
1948,Ga0307471
1949,Ga0502565
1950,Ga0500084
1951,Ga0392515
1952,Ga0079294
1953,Ga0316225
1954,Ga0136625
1955,Ga0003721
1956,Ga0501073
1957,Ga0335079
1958,Ga0003007
1959,Ga0211519
1960,Ga0099850
1961,Ga0370508
1962,Ga0101034
1963,Ga0427885
1964,Ga0395685
1965,Ga0228710
1966,Ga0255346
1967,Ga0121727
1968,Ga0223825
1969,Ga0453751
1970,Ga0208370
1971,Ga0005051
1972,Ga0207657
1973,Ga0167657
1974,Ga0217524
1975,Ga0485466
1976,Ga0190327
1977,Ga0373623
1978,Ga0428284
1979,Ga0008844
1980,Ga0111089
1981,Ga0502746
1982,Ga0105749
1983,Ga0466955
1984,Ga0210146
1985,Ga0395821
1986,Ga0097620
1987,Ga0008479
1988,Ga0105111
1989,Ga0002988
1990,Ga0494131
1991,Ga0007777
1992,Ga0435297
1993,Ga0100366
1994,Ga0247611
1995,Ga0238551
1996,Ga0485511
1997,Ga0371435
1998,Ga0182115
1999,Ga0498738
2000,Ga0244789
2001,Ga0116652
2002,Ga0208862
2003,Ga0480562
2004,Ga0235885
2005,Ga0116166
2006,Ga0393877
2007,Ga0392322
2008,Ga0494560
2009,Ga0453120
2010,Ga0121252
2011,Ga0207532
2012,Ga0237967
2013,Ga0242782
2014,Ga0134087
2015,Ga0377223
2016,Ga0456269
2017,Ga0183739
2018,Ga0122028
2019,Ga0208567
2020,Ga0372814
2021,Ga0169781
2022,Ga0118331
2023,Ga0181601
2024,Ga0007213
2025,Ga0376681
2026,Ga0466551
2027,Ga0187874
2028,Ga0451636
2029,Ga0435388
2030,Ga0400275
2031,Ga0003004
2032,Ga0496645
2033,Ga0101563
2034,Ga0066693
2035,Ga0222428
2036,Ga0484705
2037,Ga0246970
2038,Ga0395669
2039,Ga0208459
2040,Ga0450909
2041,Ga0136213
2042,Ga0393875
2043,Ga0111077
2044,Ga0370278
2045,Ga0451651
2046,Ga0190275
2047,Ga0436430
2048,Ga0494663
2049,Ga0456037
2050,Ga0255221
2051,Ga0207866
2052,Ga0494664
2053,Ga0207947
2054,Ga0078890
2055,Ga0394790
2056,Ga0169204
2057,Ga0003720
2058,Ga0000767
2059,Ga0118274
2060,Ga0373491
2061,Ga0207959
2062,Ga0118179
2063,Ga0105094
2064,Ga0494509
2065,Ga0121606
2066,Ga0212127
2067,Ga0454621
2068,Ga0100387
2069,Ga0302132
2070,Ga0228672
2071,Ga0101560
2072,Ga0118317
2073,Ga0528796
2074,Ga0245124
2075,Ga0026517
2076,Ga0207989
2077,Ga0498932
2078,Ga0113880
2079,Ga0003501
2080,Ga0455974
2081,Ga0102905
2082,Ga0373625
2083,Ga0002560
2084,Ga0243914
2085,Ga0243715
2086,Ga0486844
2087,Ga0070393
2088,Ga0169860
2089,Ga0256802
2090,Ga0007258
2091,Ga0122088
2092,Ga0066813
2093,Ga0496937
2094,Ga0436438
2095,Ga0120365
2096,Ga0397544
2097,Ga0244796
2098,Ga0243844
2099,Ga0496957
2100,Ga0435288
2101,Ga0308168
2102,Ga0137462
2103,Ga0207576
2104,Ga0334816
2105,Ga0120002
2106,Ga0137437
2107,Ga0209589
2108,Ga0008867
2109,Ga0182109
2110,Ga0376465
2111,Ga0428027
2112,Ga0026339
2113,Ga0122029
2114,Ga0498746
2115,Ga0167668
2116,Ga0115675
2117,Ga0007222
2118,Ga0265334
2119,Ga0008650
2120,Ga0450739
2121,Ga0238489
2122,Ga0207785
2123,Ga0208731
2124,Ga0208608
2125,Ga0075030
2126,Ga0113995
2127,Ga0392371
2128,Ga0242805
2129,Ga0024813
2130,Ga0024814
2131,Ga0498791
2132,Ga0115183
2133,Ga0122821
2134,Ga0121086
2135,Ga0075120
2136,Ga0496958
2137,Ga0210019
2138,Ga0335304
2139,Ga0209597
2140,Ga0134090
2141,Ga0214242
2142,Ga0466284
2143,Ga0211642
2144,Ga0495358
2145,Ga0208162
2146,Ga0450758
2147,Ga0121615
2148,Ga0373468
2149,Ga0244161
2150,Ga0453760
2151,Ga0484945
2152,Ga0163215
2153,Ga0255753
2154,Ga0497392
2155,Ga0157372
2156,Ga0000655
2157,Ga0209530
2158,Ga0499973
2159,Ga0207815
2160,Ga0001994
2161,Ga0118034
2162,Ga0453666
2163,Ga0494546
2164,Ga0439236
2165,Ga0194130
2166,Ga0121493
2167,Ga0194038
2168,Ga0376037
2169,Ga0102644
2170,Ga0169599
2171,Ga0372950
2172,Ga0157366
2173,Ga0501046
2174,Ga0208563
2175,Ga0427917
2176,Ga0134425
2177,Ga0074195
2178,Ga0453939
2179,Ga0122211
2180,Ga0485874
2181,Ga0491427
2182,Ga0121206
2183,Ga0120930
2184,Ga0211567
2185,Ga0209604
2186,Ga0372837
2187,Ga0499989
2188,Ga0005060
2189,Ga0207548
2190,Ga0209219
2191,Ga0497061
2192,Ga0207415
2193,Ga0484804
2194,Ga0318519
2195,Ga0268328
2196,Ga0439260
2197,Ga0497101
2198,Ga0167509
2199,Ga0208449
2200,Ga0304730
2201,Ga0209894
2202,Ga0118321
2203,Ga0169815
2204,Ga0493984
2205,Ga0494414
2206,Ga0209528
2207,Ga0466409
2208,Ga0454593
2209,Ga0394813
2210,Ga0246096
2211,Ga0456097
2212,Ga0102913
2213,Ga0373640
2214,Ga0374214
2215,Ga0310040
2216,Ga0117990
2217,Ga0209547
2218,Ga0272437
2219,Ga0453704
2220,Ga0247275
2221,Ga0242803
2222,Ga0118222
2223,Ga0120366
2224,Ga0190333
2225,Ga0134375
2226,Ga0188949
2227,Ga0116129
2228,Ga0160492
2229,Ga0180301
2230,Ga0187864
2231,Ga0169776
2232,Ga0193950
2233,Ga0126328
2234,Ga0494742
2235,Ga0494124
2236,Ga0209788
2237,Ga0206685
2238,Ga0243129
2239,Ga0371432
2240,Ga0256380
2241,Ga0456331
2242,Ga0307947
2243,Ga0101668
2244,Ga0247257
2245,Ga0114973
2246,Ga0066808
2247,Ga0207715
2248,Ga0120881
2249,Ga0187766
2250,Ga0495390
2251,Ga0115559
2252,Ga0026199
2253,Ga0180220
2254,Ga0247804
2255,Ga0497110
2256,Ga0453070
2257,Ga0466404
2258,Ga0114899
2259,Ga0118102
2260,Ga0122844
2261,Ga0102812
2262,Ga0075530
2263,Ga0395725
2264,Ga0500041
2265,Ga0485856
2266,Ga0496963
2267,Ga0055539
2268,Ga0105100
2269,Ga0066178
2270,Ga0181403
2271,Ga0208787
2272,Ga0494429
2273,Ga0438285
2274,Ga0217526
2275,Ga0070678
2276,Ga0056114
2277,Ga0233433
2278,Ga0208221
2279,Ga0245127
2280,Ga0070728
2281,Ga0121010
2282,Ga0373638
2283,Ga0373643
2284,Ga0104758
2285,Ga0180221
2286,Ga0207616
2287,Ga0052835
2288,Ga0209866
2289,Ga0121054
2290,Ga0208151
2291,Ga0500012
2292,Ga0075474
2293,Ga0121088
2294,Ga0134466
2295,Ga0164306
2296,Ga0118117
2297,Ga0453167
2298,Ga0245220
2299,Ga0207425
2300,Ga0497572
2301,Ga0207965
2302,Ga0122850
2303,Ga0026783
2304,Ga0506496
2305,Ga0181402
2306,Ga0208684
2307,Ga0119795
2308,Ga0334755
2309,Ga0011099
2310,Ga0003861
2311,Ga0181565
2312,Ga0256381
2313,Ga0222634
2314,Ga0207460
2315,Ga0497120
2316,Ga0245667
2317,Ga0055534
2318,Ga0427954
2319,Ga0183698
2320,Ga0066685
2321,Ga0218835
2322,Ga0005029
2323,Ga0114906
2324,Ga0435298
2325,Ga0500077
2326,Ga0209920
2327,Ga0499540
2328,Ga0435334
2329,Ga0208901
2330,Ga0243792
2331,Ga0497121
2332,Ga0494132
2333,Ga0456310
2334,Ga0240061
2335,Ga0121524
2336,Ga0208250
2337,Ga0244994
2338,Ga0376446
2339,Ga0208880
2340,Ga0372946
2341,Ga0122018
2342,Ga0026359
2343,Ga0224709
2344,Ga0255143
2345,Ga0528817
2346,Ga0451606
2347,Ga0115028
2348,Ga0334840
2349,Ga0243962
2350,Ga0002565
2351,Ga0066367
2352,Ga0394428
2353,Ga0307972
2354,Ga0208822
2355,Ga0392329
2356,Ga0246989
2357,Ga0120209
2358,Ga0455868
2359,Ga0026468
2360,Ga0224530
2361,Ga0402108
2362,Ga0453743
2363,Ga0455849
2364,Ga0116138
2365,Ga0484793
2366,Ga0211584
2367,Ga0242723
2368,Ga0497027
2369,Ga0118522
2370,Ga0373608
2371,Ga0224704
2372,Ga0316196
2373,Ga0211589
2374,Ga0068707
2375,Ga0500080
2376,Ga0217552
2377,Ga0102921
2378,Ga0233377
2379,Ga0118281
2380,Ga0190362
2381,Ga0237921
2382,Ga0326835
2383,Ga0212088
2384,Ga0500040
2385,Ga0497300
2386,Ga0497140
2387,Ga0000805
2388,Ga0136257
2389,Ga0497092
2390,Ga0209346
2391,Ga0238540
2392,Ga0065185
2393,Ga0122175
2394,Ga0081473
2395,Ga0102914
2396,Ga0135150
2397,Ga0208966
2398,Ga0026486
2399,Ga0209081
2400,Ga0454662
2401,Ga0209947
2402,Ga0467001
2403,Ga0101670
2404,Ga0172365
2405,Ga0497530
2406,Ga0181375
2407,Ga0428003
2408,Ga0494165
2409,Ga0104972
2410,Ga0008471
2411,Ga0136236
2412,Ga0006033
2413,Ga0243452
2414,Ga0450912
2415,Ga0491418
2416,Ga0394812
2417,Ga0070663
2418,Ga0208422
2419,Ga0237842
2420,Ga0004681
2421,Ga0243378
2422,Ga0455697
2423,Ga0485503
2424,Ga0306894
2425,Ga0208535
2426,Ga0209003
2427,Ga0002405
2428,Ga0480444
2429,Ga0454639
2430,Ga0066844
2431,Ga0120829
2432,Ga0207490
2433,Ga0272422
2434,Ga0299914
2435,Ga0528800
2436,Ga0428279
2437,Ga0451626
2438,Ga0118090
2439,Ga0209326
2440,Ga0003881
2441,Ga0208025
2442,Ga0208374
2443,Ga0453682
2444,Ga0466505
2445,Ga0268324
2446,Ga0211673
2447,Ga0194131
2448,Ga0209142
2449,Ga0207522
2450,Ga0491455
2451,Ga0485399
2452,Ga0456286
2453,Ga0528809
2454,Ga0495681
2455,Ga0117976
2456,Ga0315309
2457,Ga0211498
2458,Ga0247794
2459,Ga0209444
2460,Ga0265299
2461,Ga0164318
2462,Ga0498945
2463,Ga0485418
2464,Ga0120166
2465,Ga0209512
2466,Ga0395876
2467,Ga0466302
2468,Ga0181571
2469,Ga0026868
2470,Ga0118623
2471,Ga0104322
2472,Ga0193966
2473,Ga0315288
2474,Ga0334899
2475,Ga0496023
2476,Ga0120322
2477,Ga0182155
2478,Ga0395655
2479,Ga0450799
2480,Ga0482181
2481,Ga0079285
2482,Ga0121248
2483,Ga0495540
2484,Ga0214231
2485,Ga0115226
2486,Ga0026382
2487,Ga0066704
2488,Ga0392301
2489,Ga0454632
2490,Ga0307506
2491,Ga0066192
2492,Ga0484685
2493,Ga0214187
2494,Ga0208027
2495,Ga0118264
2496,Ga0182035
2497,Ga0335259
2498,Ga0169216
2499,Ga0008891
2500,Ga0318536
2501,Ga0467062
2502,Ga0196895
2503,Ga0120819
2504,Ga0006056
2505,Ga0395524
2506,Ga0238502
2507,Ga0004689
2508,Ga0484699
2509,Ga0118244
2510,Ga0494662
2511,Ga0208518
2512,Ga0302078
2513,Ga0168818
2514,Ga0500054
2515,Ga0209823
2516,Ga0209013
2517,Ga0335271
2518,Ga0485244
2519,Ga0024829
2520,Ga0395783
2521,Ga0506488
2522,Ga0100994
2523,Ga0395686
2524,Ga0302146
2525,Ga0310746
2526,Ga0120331
2527,Ga0209616
2528,Ga0500006
2529,Ga0302292
2530,Ga0485444
2531,Ga0209172
2532,Ga0485855
2533,Ga0066787
2534,Ga0004918
2535,Ga0101669
2536,Ga0068278
2537,Ga0494716
2538,Ga0119913
2539,Ga0007852
2540,Ga0456342
2541,Ga0208855
2542,Ga0494151
2543,Ga0026484
2544,Ga0115416
2545,Ga0118433
2546,Ga0121652
2547,Ga0157369
2548,Ga0247331
2549,Ga0058723
2550,Ga0137340
2551,Ga0316217
2552,Ga0122822
2553,Ga0222654
2554,Ga0451352
2555,Ga0428358
2556,Ga0079042
2557,Ga0183706
2558,Ga0210066
2559,Ga0501115
2560,Ga0485291
2561,Ga0004651
2562,Ga0003597
2563,Ga0239696
2564,Ga0334989
2565,Ga0450792
2566,Ga0006068
2567,Ga0078801
2568,Ga0506501
2569,Ga0056113
2570,Ga0495517
2571,Ga0314869
2572,Ga0075459
2573,Ga0208933
2574,Ga0208660
2575,Ga0315330
2576,Ga0217560
2577,Ga0456028
2578,Ga0500093
2579,Ga0101660
2580,Ga0315905
2581,Ga0500108
2582,Ga0121605
2583,Ga0318568
2584,Ga0314830
2585,Ga0190332
2586,Ga0209466
2587,Ga0482203
2588,Ga0494771
2589,Ga0208900
2590,Ga0494463
2591,Ga0075106
2592,Ga0306915
2593,Ga0121231
2594,Ga0160436
2595,Ga0456299
2596,Ga0122782
2597,Ga0335296
2598,Ga0098046
2599,Ga0233358
2600,Ga0206102
2601,Ga0121011
2602,Ga0120232
2603,Ga0181400
2604,Ga0136600
2605,Ga0235732
2606,Ga0183755
2607,Ga0157327
2608,Ga0099369
2609,Ga0164290
2610,Ga0131728
2611,Ga0209252
2612,Ga0484845
2613,Ga0240042
2614,Ga0116697
2615,Ga0334988
2616,Ga0209538
2617,Ga0075423
2618,Ga0244130
2619,Ga0247661
2620,Ga0393581
2621,Ga0428379
2622,Ga0118333
2623,Ga0335036
2624,Ga0187840
2625,Ga0026019
2626,Ga0453737
2627,Ga0208882
2628,Ga0310768
2629,Ga0504770
2630,Ga0211471
2631,Ga0111494
2632,Ga0208878
2633,Ga0121221
2634,Ga0003449
2635,Ga0316621
2636,Ga0120920
2637,Ga0335274
2638,Ga0160480
2639,Ga0316581
2640,Ga0207877
2641,Ga0484820
2642,Ga0435324
2643,Ga0244129
2644,Ga0497522
2645,Ga0211583
2646,Ga0070669
2647,Ga0049108
2648,Ga0495516
2649,Ga0504699
2650,Ga0121633
2651,Ga0208623
2652,Ga0394083
2653,Ga0373954
2654,Ga0075297
2655,Ga0007669
2656,Ga0495647
2657,Ga0373467
2658,Ga0237930
2659,Ga0169615
2660,Ga0245290
2661,Ga0237909
2662,Ga0153987
2663,Ga0005632
2664,Ga0001893
2665,Ga0334907
2666,Ga0066855
2667,Ga0255194
2668,Ga0187845
2669,Ga0211607
2670,Ga0209215
2671,Ga0428222
2672,Ga0007636
2673,Ga0115108
2674,Ga0214249
2675,Ga0118354
2676,Ga0136579
2677,Ga0318493
2678,Ga0394858
2679,Ga0114177
2680,Ga0187807
2681,Ga0467003
2682,Ga0454612
2683,Ga0334933
2684,Ga0208715
2685,Ga0157374
2686,Ga0310122
2687,Ga0068488
2688,Ga0115004
2689,Ga0119940
2690,Ga0502751
2691,Ga0484706
2692,Ga0180222
2693,Ga0131719
2694,Ga0121128
2695,Ga0003849
2696,Ga0182852
2697,Ga0302314
2698,Ga0004433
2699,Ga0208436
2700,Ga0242750
2701,Ga0243218
2702,Ga0233342
2703,Ga0256821
2704,Ga0111458
2705,Ga0255120
2706,Ga0326484
2707,Ga0207799
2708,Ga0120135
2709,Ga0210095
2710,Ga0485299
2711,Ga0526463
2712,Ga0484729
2713,Ga0207422
2714,Ga0494408
2715,Ga0455867
2716,Ga0453744
2717,Ga0169751
2718,Ga0335302
2719,Ga0496109
2720,Ga0366737
2721,Ga0377229
2722,Ga0494493
2723,Ga0245126
2724,Ga0120797
2725,Ga0364925
2726,Ga0376475
2727,Ga0491193
2728,Ga0255781
2729,Ga0484758
2730,Ga0500124
2731,Ga0121371
2732,Ga0210152
2733,Ga0104765
2734,Ga0120143
2735,Ga0194119
2736,Ga0075033
2737,Ga0497327
2738,Ga0502578
2739,Ga0209180
2740,Ga0497125
2741,Ga0209831
2742,Ga0102891
2743,Ga0005844
2744,Ga0118255
2745,Ga0467063
2746,Ga0335332
2747,Ga0255186
2748,Ga0003605
2749,Ga0209067
2750,Ga0209116
2751,Ga0004191
2752,Ga0496797
2753,Ga0168815
2754,Ga0395851
2755,Ga0118468
2756,Ga0134857
2757,Ga0208601
2758,Ga0501130
2759,Ga0395656
2760,Ga0237923
2761,Ga0066708
2762,Ga0455806
2763,Ga0003855
2764,Ga0190270
2765,Ga0453658
2766,Ga0242764
2767,Ga0074280
2768,Ga0428500
2769,Ga0133744
2770,Ga0455808
2771,Ga0182230
2772,Ga0427886
2773,Ga0373475
2774,Ga0169700
2775,Ga0193728
2776,Ga0126305
2777,Ga0255765
2778,Ga0208483
2779,Ga0326850
2780,Ga0393905
2781,Ga0245113
2782,Ga0209418
2783,Ga0210247
2784,Ga0334930
2785,Ga0208596
2786,Ga0120369
2787,Ga0211676
2788,Ga0302231
2789,Ga0180079
2790,Ga0255082
2791,Ga0118219
2792,Ga0008851
2793,Ga0222693
2794,Ga0157330
2795,Ga0116152
2796,Ga0308170
2797,Ga0498827
2798,Ga0217531
2799,Ga0466504
2800,Ga0334758
2801,Ga0496069
2802,Ga0196977
2803,Ga0453741
2804,Ga0136644
2805,Ga0334962
2806,Ga0208589
2807,Ga0207926
2808,Ga0495476
2809,Ga0169847
2810,Ga0122031
2811,Ga0135163
2812,Ga0439444
2813,Ga0482167
2814,Ga0070714
2815,Ga0236720
2816,Ga0209014
2817,Ga0008840
2818,Ga0495441
2819,Ga0454695
2820,Ga0467021
2821,Ga0104056
2822,Ga0427871
2823,Ga0181470
2824,Ga0193699
2825,Ga0169608
2826,Ga0209935
2827,Ga0494492
2828,Ga0495484
2829,Ga0102892
2830,Ga0483947
2831,Ga0307316
2832,Ga0002510
2833,Ga0207864
2834,Ga0121332
2835,Ga0003874
2836,Ga0169645
2837,Ga0118572
2838,Ga0209806
2839,Ga0209928
2840,Ga0306881
2841,Ga0255044
2842,Ga0456102
2843,Ga0308013
2844,Ga0004454
2845,Ga0222637
2846,Ga0120834
2847,Ga0026471
2848,Ga0113884
2849,Ga0182214
2850,Ga0101792
2851,Ga0364467
2852,Ga0003621
2853,Ga0334939
2854,Ga0450888
2855,Ga0160443
2856,Ga0393589
2857,Ga0121200
2858,Ga0494430
2859,Ga0207480
2860,Ga0484810
2861,Ga0497334
2862,Ga0239483
2863,Ga0500118
2864,Ga0494671
2865,Ga0228603
2866,Ga0118560
2867,Ga0075132
2868,Ga0163146
2869,Ga0307301
2870,Ga0111463
2871,Ga0208865
2872,Ga0070693
2873,Ga0207897
2874,Ga0181468
2875,Ga0102919
2876,Ga0395911
2877,Ga0364930
2878,Ga0483984
2879,Ga0207672
2880,Ga0206107
2881,Ga0238474
2882,Ga0400283
2883,Ga0134406
2884,Ga0428430
2885,Ga0371442
2886,Ga0209725
2887,Ga0136219
2888,Ga0214172
2889,Ga0134397
